Ventas reales,Ventas predichas
33.69268793,38.978102512484774
33.74191884,35.50545149044495
33.98000011,38.97092362914818
36.88229796,35.4910059746394
36.9690515,39.0278553250822
37.24327179,42.60127606823481
37.59292526,39.07209737240416
37.94248252,35.48260478415144
38.67562299,35.50794264825989
38.69555595,39.00636622463033
39.15997494,35.46861032702605
39.99208709,38.972543321524725
40.14105417,38.97902783124825
40.51910041,35.53138055755593
40.69590144,35.493609592239494
40.91116356,39.01182969309419
41.02131018,39.053134286325914
41.35123045,39.05512674358669
41.3738608,42.568146024701264
41.63049839,42.57528634107528
42.1961076,39.06003851363087
43.42825766,42.59424395198376
44.24211889,46.18065937348559
44.49793566,46.13046643533069
44.84905295,46.15025685744936
44.99813919,42.60416362807829
45.03232579,46.15065546474183
45.3684816,42.52360284787151
45.40662239,46.18496067688591
45.41847675,46.21312610892238
45.55690769,49.724039231819326
46.12759555,46.08357055703549
46.28755521,42.591693317689824
46.63333169,46.147798798569475
46.67789698,46.189017894850885
46.84859882,42.57581318560861
46.9175841,49.762822266748245
47.02611484,49.640441504621315
47.05770262,49.63347230165206
47.39172408,49.72726186145117
47.60129082,46.202861310526785
48.23208285,46.157088011561726
48.8572496,46.102100031270865
48.98112405,46.134971121337394
49.11321626,49.6815794614903
49.15396788,46.133461054453115
49.43055198,46.15593133003106
49.67373838,53.339701731580384
49.97649711,49.78010093648112
50.32466078,49.72630381910689
50.59803638,46.208617144351024
50.73559898,53.23009452204597
50.81086695,53.25326682501703
51.15173712,53.289019658979036
51.36711319,49.70901511495064
51.93438844,56.84562603080205
52.03837385,53.30564512222634
52.19893328,42.595899783041396
52.3609775,49.78195530951128
53.2142485,56.80293849232449
53.43080271,53.288164817274506
53.62777047,53.263579375488675
53.74971174,60.40594102084626
53.79021764,56.81736042842287
53.87149398,49.74787447784576
54.05961472,49.69091387737208
54.68286208,53.294580058935
54.81334067,53.21101893347413
55.57428349,49.67620817424544
56.01689561,56.86393331510793
56.04128018,53.2560467237619
56.67415544,53.27476353686572
56.72556568,53.27017792712825
57.13208846,53.28633544223283
57.15088632,56.838106468199776
58.09863066,60.38180811504947
58.44532347,60.41521645134585
59.08480912,56.82896130295111
59.24360112,60.377647233511475
59.54822642,63.92274180947916
59.63995335,63.92951430813851
59.7933953,63.92555668048193
60.2661565,63.94677031187348
60.3119441,56.8016948486574
60.76229385,60.422824408145694
61.70848657,64.02148848036295
61.88191017,60.41695486901472
62.32850707,63.99776027721839
62.49807961,63.969086403809186
62.50050231,60.3966308670687
63.18462712,60.3663876210787
63.78917282,67.54564342289171
64.05534799,63.988230281730324
64.16784653,64.02785784227312
64.19337778,64.00448828546364
64.56053498,56.75564548530592
64.67600576,67.55074437233029
64.70988356,63.95800520508678
66.20189021,71.09639549274074
66.21969665,67.54715940966058
66.3342674,67.55283893662798
66.70886844,63.98952580309157
66.76720286,71.04570519630032
66.89880637,63.91525427314764
66.91309675,67.5123970628209
67.48699862,67.53741287351089
68.17931746,67.55100967481387
68.48861968,67.50319313409545
69.73251798,67.53948792221355
70.07728116,74.71647085111134
70.50156181,71.05002411743114
71.07465941,71.09370984955005
71.64559408,78.17939392378608
72.34626828,71.04831020653137
72.85903042,71.08386832323399
72.99721493,71.08311384426555
73.14737548,74.682290083513
73.72119644,74.67791105965063
73.75120184,71.09119286251428
73.83086992,74.67697869944404
74.81459598,78.21350812358422
75.77689023,71.14774034043667
75.8834525,74.64206842744608
76.32136362,81.74815863090171
77.69255229,74.61961917621603
77.8388226,78.21405213215093
77.9952183,78.2246766429661
78.44892035,74.5923910430371
78.82271742,78.24630870244135
79.15234748,78.22785015630059
79.20466841,81.76919591673534
79.26863682,85.3681971106484
80.25905423,78.1789465426922
80.70133466,81.77671997369367
80.92197504,78.2246922827039
80.94072509,74.65168391728402
80.96231466,78.19572217877501
80.97345703,78.24665867229774
81.00013719,74.69871903062216
82.3199865,81.78309059647619
82.73231231,88.94846272366311
83.19717896,81.78368836510924
83.3869198,81.75769030708649
83.57435437,88.95601518224895
84.3023981,81.79822686561246
84.70733843,81.83270724080248
84.8192448,85.36293200891919
85.23426236,88.85336625818817
85.23426956,88.87295048649943
85.37271907,85.30324151713008
86.73732416,85.36384634548249
86.78602638,85.39587595030744
87.9565535,88.94509824542416
89.66739821,92.43873140538287
90.01227664,92.52313360486517
90.49426422,85.30323042837954
90.85086418,92.45057767762317
90.93193458,88.95933535926251
91.42400652,92.41163036615563
91.49752891,99.53911062309864
91.81486029,92.44386794069413
91.92229739,92.48891862603801
92.1842394,92.45995504469175
92.30243141,88.86838243086972
92.92957432,96.00841966734615
93.35175941,95.969680458352
94.28663392,92.47902996631096
94.32551695,92.47126792461005
95.96736372,99.52914362436324
96.75762967,92.4861465754221
97.20055286,99.54467169021987
97.36011862,96.05875601862473
98.36075406,99.58679572387382
98.52768262,99.55446982063235
98.78179678,95.93986236038492
98.90352508,99.5517524185447
99.40704503,103.1705263439224
99.89737179,99.56583638933613
100.2251531,99.5648135683108
100.2770539,103.11846636356515
100.2865105,103.17201515179768
100.5776591,99.58378075796175
100.8682615,99.59465241744294
101.0405115,103.11311410903764
101.4386575,99.64360005686609
101.8731014,103.1833490706954
101.9046011,103.10121239609424
102.160097,103.0715614348417
102.3886217,99.53183792557279
102.4712089,106.7698204686589
102.6790459,99.63060150802946
102.7241955,103.20835834618528
102.8151161,99.63733327382882
102.9582036,103.09847209095702
103.6348659,103.1605063918284
103.9195235,103.12603637594499
104.0397523,106.70841221524003
104.502706,103.09848155162119
105.320521,103.09678350455881
105.7767079,103.15389109854128
106.074547,103.1840364234339
106.450803,113.83214677991023
106.6131284,106.71173067808435
106.7625412,110.31516065624642
106.8076207,103.20500416590627
107.3165162,110.29642605730317
107.4545729,103.12576804907268
107.7561749,106.68595227716993
108.423201,106.7532696421447
108.5335779,113.7677603296144
108.8352652,113.79184652189305
109.0749985,110.30057979739054
109.541122,110.27840876257225
109.8232067,110.25453656829735
109.9278558,113.83112580495859
110.2188976,106.66274822961552
110.2396605,106.64672053057829
110.4393737,110.27206873880274
110.6422897,110.28408843993387
111.1431062,110.30166031235703
111.8023392,113.83287605192037
112.269694,113.86988650650459
112.3453068,110.20445385921033
113.3008572,113.8914662391953
113.3989396,113.79497129658431
113.4593656,113.85457572330378
113.5987015,117.43807852185716
114.7290885,113.83411114129056
114.7531983,110.27117824742403
114.9270444,117.30117914294378
115.0606852,117.38803716163277
115.0849847,117.34998174421975
115.3436166,113.78313926239089
115.552505,113.89062343994674
115.6143077,113.85280719613648
116.1267135,117.35868451260765
116.1443174,113.78574518056493
116.3272967,120.98036487156709
117.0207161,113.89497452238356
118.1016505,124.54808397448352
118.2267883,117.34923485688847
118.5002089,117.39893202621928
118.9163836,120.96915667498274
119.0233823,117.40308240312247
120.1130232,120.92516353848491
120.6389931,124.53165271876094
121.0460117,120.95097592508799
121.2157974,124.56653755457845
121.5288553,124.4583624928607
122.065538,124.47830382168974
123.3031219,120.96257406779615
123.4259731,128.01140602375273
123.4672451,124.56459158834708
123.9521411,124.54093356197376
124.0293839,124.55228615467273
124.0794271,124.55673021757217
124.2568582,124.56073587633752
124.3064335,124.52024541280136
124.4780998,121.00417148870307
125.1620963,124.53738387690849
125.4867164,128.07779286202748
125.54135,128.0452540441743
125.6122776,128.13069861843385
126.0282242,120.98760036214904
126.1776343,128.0258159126416
127.3799299,124.4937614460153
128.1369482,128.08355297385575
128.3416589,128.09030282568258
129.8253781,128.10354139446832
129.9458887,128.07643218178438
130.308934,128.03920894455757
130.7588912,131.63782839170412
131.0154512,131.67524054825873
131.1015188,135.1771578789605
131.7523427,135.22934249218363
132.8755737,131.619853527411
133.2952269,135.22979180869058
133.3903142,138.74183146642946
133.4760122,135.21838406176116
133.5881736,128.07845629223667
133.8775857,135.16547188321064
134.7800375,135.20487516233868
134.9158375,135.23058376177508
135.3563456,128.04605371449222
135.5300789,131.6150268863585
135.6150886,138.7815780849348
135.8889695,138.7361498810698
136.9397266,128.05133953605997
138.1027677,135.19107626007934
138.3211236,135.2029600043044
138.7518293,138.74167174370518
139.6303564,145.8866630667704
139.792394,142.23819307459055
140.0224896,135.20657004227775
140.1370074,135.22987418500196
140.1615469,142.300726012203
141.1148856,142.31200470926865
142.6127026,142.31082565041885
142.7437996,142.27318041547107
143.1275374,138.75312093965226
143.1728885,142.26142414799102
143.3844892,145.8302324798696
143.4349155,142.32677115705027
144.5657092,145.93262397160925
144.8229801,138.70946643446385
144.8765937,142.25341286063116
144.9858839,142.28713508699008
145.2317251,145.795423223478
145.4186567,152.98182477497355
145.7086026,138.73150775646562
145.797656,149.4780578098194
146.0486457,145.8719236454143
146.0624753,142.37400139695464
146.0814648,145.90864525462854
146.1456862,142.32511048801092
146.2867782,152.99732825537032
146.4444888,149.493083186305
146.9372915,149.48646553233158
147.0288967,142.30109355552864
147.4752162,149.39704030966263
147.9228529,149.48986201177212
148.0600815,145.8820652962005
148.2024141,149.3974521526726
148.2257628,145.9402547582549
148.2586363,145.81435723312057
149.1630186,153.02313271986537
149.1916962,149.42289793647842
150.1102653,153.05022790766498
150.1901212,156.5990825852382
151.2688729,152.9687426397616
151.641576,153.01159348013147
151.6631466,153.03310974145623
151.8101792,153.05320677255403
151.9241404,156.5474445243529
152.2054523,153.0198647380595
152.2200272,156.59078580508333
152.4241128,152.98572935400563
153.0511109,153.0413781768068
153.0649097,153.02775293956003
153.1171757,156.5440950637076
153.5383231,152.97847225785506
153.5787045,160.10439257605552
153.6034143,153.03963698730934
153.8017429,153.010201535409
154.0226563,153.00721716556646
154.3461066,149.4321667129383
154.3991126,152.99069979249717
154.4962302,156.53402788305667
154.5326132,153.02858311356428
154.6999619,153.03377294567747
155.5045801,160.1724323965343
155.5991953,152.9440123984715
155.8180547,153.00113837525896
155.9413351,156.59729439418234
156.8844243,160.1248962107556
157.4749203,152.9171049571565
157.7902917,156.48956069876562
157.8854215,156.56303473094908
158.3131509,160.16145124558253
158.5720707,156.5286526315368
158.6215801,163.68436605422607
159.0624812,160.184143731961
159.0684125,163.71408974399955
159.171002,160.04517613551397
160.0951532,163.66880230995633
160.4351038,160.14408475635238
160.4675811,163.71576232677774
160.6150905,163.690832305499
161.4546797,156.54729749394627
161.7851523,167.29910696448974
161.9678005,163.74694960421732
162.0597348,160.14719986690716
162.2357016,160.13891216547094
162.3156135,167.2136251173515
162.3787166,163.67981213425338
162.4281991,163.67927415540663
162.5063727,167.2113826703123
162.7009564,163.6418448022243
162.7540906,160.12493916761127
162.761069,163.6387258302037
162.9001448,163.69319109873317
163.2310879,163.7214437601493
163.3497975,163.68294095328255
164.1527348,160.16829387288442
164.256028,163.73327099335202
164.2736798,167.28125136384287
164.5996041,163.66589182559122
164.7476296,167.2331143632168
164.7607918,167.27219211787528
165.7856483,167.27682893806232
166.0603064,167.29215709980642
166.49574,163.69523795855025
166.6248154,160.0773148928139
166.6313611,170.85987438285406
166.9758535,167.22051579413775
166.9833119,163.73275147274373
167.0873958,167.25109035951306
167.1158814,167.21661735654249
167.4078395,163.68541700891487
167.7045406,167.26717569916647
167.7246684,167.29843005376955
167.969747,167.1772617394624
168.0750508,170.8524202259535
169.2278032,170.8570038383062
169.5980174,167.20223176062274
169.7622455,167.27752423245013
169.8875281,167.2858437064643
170.1684126,170.77310551383772
170.2013952,174.31973159396668
170.4688777,167.29654866597966
170.7516549,174.37662358463297
170.7813251,163.6871281398955
170.979336,167.23352163704925
171.7390914,170.8235694749329
173.0991172,174.40048343542455
173.2842591,177.86745866001763
173.8536921,177.87745420123693
174.200192,174.40059128055697
174.8927672,177.88229644754028
175.001346,170.88005555464832
175.4994966,177.9087052682432
175.5461581,170.84451124560314
175.9464773,174.41935045110543
176.1282464,174.33625156026923
176.198368,177.92614620743126
176.445489,177.92933811586315
176.8355255,174.36745618907864
176.8909589,177.94869853847234
178.1914678,185.0374012708171
178.2278365,181.52583741708165
178.3745522,177.9852457780543
178.4739206,181.44614622985537
178.5207935,181.4471857015342
178.5935732,181.4385598281941
179.1315561,174.35283239162504
180.4424011,177.95798910147948
181.0543356,177.97695487374412
181.1590403,181.50440859469208
181.2581603,181.468009819084
182.727109,185.10515939672197
183.3277351,181.4367647261352
183.6277168,185.03014425715614
183.7118744,185.08274949925817
184.0322232,185.0254740658895
184.0961892,185.08272657768256
184.1005902,188.66611135488625
184.1597004,185.09813778853362
184.4052178,185.08746008511417
185.0487647,181.49418355419846
185.1461543,181.48964555961322
185.7341703,185.01943798668685
186.6132475,188.59048071297653
186.8385884,188.65184948402157
188.1229704,188.62597912014965
188.7849519,188.59451024158034
188.8248058,188.6143124694724
189.4984681,181.4346668775196
189.9203029,181.5327489018581
189.9818855,185.06016613029465
190.214326,192.13547019252076
190.2520081,192.17768401602808
190.3354223,188.57631408852825
190.8058971,185.0442481696716
191.1595594,192.1889806682641
193.0239206,188.6558192896317
193.0901217,192.22679279323708
193.3989459,195.74814463299393
193.559832,195.75831893595816
194.0955015,192.19722173476146
194.2430827,199.28092636110932
194.5590745,195.72271741926386
195.102176,195.78359399262524
195.9514284,195.77796086352194
196.1839752,195.68732334675565
196.4487991,195.75153231305208
196.5427867,195.7527499720016
196.5688926,199.2413014241625
196.7187138,195.75932011591425
197.2730126,199.36102256352177
197.7085755,195.78915087453026
197.7353291,195.6990731555429
197.9449499,199.2467938911103
198.3215216,199.33738326262875
199.1316965,195.81243467571582
199.6925537,199.2746816908561
200.8056007,202.79743570332076
201.0811349,202.9343531247055
201.3055442,202.91771424868512
202.3547575,195.75159296076902
202.3921238,199.32142263962567
202.760593,199.2960329517805
202.9779971,195.68857923334974
203.9487779,202.92772714886806
204.2249674,199.21952086538468
205.5431339,206.4442747965185
206.2850969,206.46116846097377
207.3106406,206.3744824224156
207.3302796,209.94199406355827
207.624182,213.50585197422302
207.6955665,206.4368997447662
207.7180998,209.99195909792218
208.7403273,206.3498407563247
209.2848034,209.96147485577418
209.5932192,209.98619739273258
209.8044787,210.02124518579623
209.8950004,206.46965764017824
210.069569,213.53642196722203
210.121506,209.98904268793655
210.4689581,213.60448002807746
210.5037124,210.00351726610185
210.5865244,209.98256026469517
210.9051685,213.57674671683972
211.203686,213.54107665383685
212.1691189,213.50780850543552
212.4086283,209.92570532208865
212.4125063,213.52825936308037
212.4874444,213.48331551324654
213.0716274,217.0951252906562
213.232032,213.50314344196713
213.59437,213.51784835151506
213.8519171,213.49508196889872
213.9125352,209.95160275300157
214.2691154,209.9899450871908
214.3465426,217.09081433667606
214.4576138,213.55439492173397
214.7407046,217.11927127815102
215.1240314,220.69199731673754
215.5914833,217.12888948128375
215.7972985,217.08772225412972
215.9054823,209.94295339885517
216.0789617,213.50796190332264
216.1390948,220.66123939985465
216.6811536,217.0238280240116
217.3646467,220.5909664134918
217.9190051,220.5794780057511
218.092673,217.0944941710952
218.7967423,217.1781230845135
218.9998496,220.6549020080002
219.1887773,217.06825593024485
219.8899849,220.58969204700094
220.228013,224.22518659870195
221.1447837,224.17117576481365
221.5407249,220.7249285769733
221.5444894,227.81264511651423
221.7316739,227.81045295692294
221.8098717,224.22481124040684
222.0800056,220.73021481393306
222.395167,224.237427216133
222.5963753,217.06318141332304
223.2497053,224.24256491785997
223.269712,220.6101633367649
223.4387605,217.05516077933112
223.5338943,227.79073139268172
223.6950619,224.2195205098373
223.8704545,224.2799978464806
224.8081681,224.27033406712832
225.4610415,224.15019952408284
225.469526,220.60658993825788
225.8221508,217.13164995359529
225.8508972,224.2071399582544
